org_id,req
dod,"Documents released under DoD FOIA request 13-F-0530, concerning POW documents. Please send the documents in PDF format via email, or if that is not possible, via CD-Rom. ! "
dod,"Documents released under DoD FOIA request 14-F-0206, concerning an operation in Cambodia involving US B-52s. Please send responsive documents via email in PDF format, or via CD-ROM. (Date Range for Record Search: From 01/01/1975 To 03/08/2015) "
dod,"Documents released under DoD FOIA request 14-F-0419, concerning a near-miss aviation incident. Please send the documents in PDF format via email, or if that is not possible, via CD-Rom. Thank you! (Date Range for Record Search: From 01/01/2014 To 03/08/2015) "
dod,"Documents released under DoD FOIA request 14-F-0544, concerning poisoned food. Please send the documents in PDF format via email, or if that is not possible, via CD-Rom. "
dod,"Documents released under DoD FOIA request 14-F-0650, concerning uncorrelated tracks. Please send the documents in PDF format via email, or if that is not possible, via CD-Rom. "
dod,"Documents released under DoD FOIA request 14-F-0924, concerning video of a Russian jet. Please send the video via email, or if that is not possible, via CD-Rom. "
dod,"Documents released under DoD FOIA request 14-F-1304 concerning DoD operations involving deceased AMCIT James Foley. Please send the documents via email, or if that is not possible, via CD-Rom. "
dod,"Documents released under DoD FOIA request 3-F-1336, concerning Iraqi WMD. Please send the documents in PDF format via email, or if that is not possible, via CD-Rom. "
dod,"Documents released under DoD FOIA requests 13-F-0227 and 13-F-0244 , concerning unidentified targets. Please send the documents in PDF format via email, or if that is not possible, via CD-Rom. Thank you! "
dod,"Documents released under DoD FOIA requests 14-F-0959, 14-F-0960, 14-F-0961, 14-F-0938, 14-F-0956, 14-F-0959, 14-F-0942,14-F-0942, 14-F-0935, 14-F-0932, and 14-F-0930 concerning the Bowe Bergdahl case. Please provide the documents to me as they are released under each of these requests; if more effective, you may separate this request into multiple requests -- one for each of the cases mentioned above. You do not need to provide me with duplicative records (eg, if you have provided me with a file under one request, you do not need to send me the same file under a later request.) Please send the documents via email, or if that is not possible, via CD-Rom. "
dod,Documents released under MDR case 09-M-0078 regarding unidentified submarine contacts. Thanks! 
dod,"Documents requests : HQ-2015-00891-F, Operation GREENHOUSE reports WT 31 and WT 32, ""Blast Effects on Aircraft in Flight"" HQ-2015-00893-F, Operation GREENHOUSE report WT34 ""General Report on Blast Studies on Aircraft"" HQ-2015-00894-F, Operation TUMBLER SNAPPER report WT 535 ""Operation Tests of Radar and Photographic Techniques for IBDA"" HQ-2015-00895-F, Operation TUMBLER SNAPPER report WT 537 ""Electronagnetic Effect from Atomic Explosions"" HQ-2015-00914-F, Operation GREENHOUSE report WT 33 ""Special Radar, Radio, and Photographic Studies of Weapons Effects"" HQ-2015-00915-F, Operation PUMBBOB )1957) report WT 1430 ""In flight Structural response of an HSS-1 Helicopter to a nuclear detonation"" HQ-2015-00916-F, Operation SUNBEAM (1962) Report DASIAC 14966 ""Air Force Arming and Fusing Components"" HQ-2015-00917-F, Operation SUNBEAM (1962) Report POR-2251 ""Nuclear Radiation Effects on a B-52/GAM 77 Weapon System"" HQ-2015-00918-F, Operation SUNBEAM (1962) reports POR-2238 and 2239 ""Pragmatic Instrumental Measurements"" HQ-2015-00919-F , Operation DOMINIC (1962) Report POR-2044 ""UHF, HF, LF, and VLF Measurements During Fishbowl"" HQ-2015-00921-F. Operation DOMINIC (1962) report POR 2029 ""Large Scale Ionization effects from High Altitude Nuclear Detonations"" "
dod,"Documents showing the disposition of Volume VII of the Emergency Action Procedures (EAPs) of the Joint Chiefs of Staff that covered the time period from January 1, 1986 through December 31, 1991 "
dod,"Documents source code and/or algorithms submitted to the Department of Labor in FY2010-2014., include the tracking number, date submitted, name of the requester, name of the requesting organization, type of requester category, description of the records requested, exemptions used, and type of final response (i.e., full disclosure, partial disclosure, full denial, no records response, agency referral, or agency consultation). I also request any responsive records that were released. . "
dod,"Documents that show how many incidents related to U.S. nuclear weapons in Europe (in Germany, Italy, the Netherlands, Belgium, Turkey, Greece, UK) were recorded for the period of 1990 to 2014, include documents that give a short description of all U.S. nuclear weapons incidents in this time period in the listed countries "
dod,"Documents: (1) ""Project 2025"" Washington, DC: National Defense University Institute for National Strategic Studies, 6 May 1992; (2) Tradoc Pamphlet11-9 "
dod,"Documents: (1) “ All the communication between US CENTCOM and NHK which includes words both Fukushima and Tomodachi since March 11, 2011 to the date of this request. ” ( FYI, NHK is the public broadcasting TV station in Japan; (2) “All the communication between US CENTCOM and CNN which includes words both Fukushima and Tomodachi since March 11, 2011 to the date of this request.” include, but are not limited to, e-mails, video tape, DVD, fax, hand written letters and phone conversation records (Date Range for Record Search: From 03/11/2011 To 11/14/2014) "
dod,"Documents: (1) A message to the SECDEF from Ambassador Lewis entitled: 'GLCMs in UK: Thatcher says No to Dual-Key and dated January 20, 1983; (2) A memo to the Deputy Secretary of Defense from Richard Perle concerning the President's meeting with UK Prime Minister Margaret Thatcher from 1130-1220 hrs on 29 September 1983 together with an attachment containing issues for discussion. The memo is dated September 28, 1983; (3) A briefing book for the Secretary of Defense for the Visit of Prime Minister Margaret Thatcher, dated December 7, 1984; (4) Information paper for the Secretary of Defense entitled 'UK Heseltine's Resignation - how serious for Thatcher' and dated January 16, 1984; (5) A briefing book for the Secretary of Defense for a Meeting with Prime Minister Margaret Thatcher at the British Embassy, dated November 14, 1986 "
dod,"Documents: (1) agreements, contracts, or memorandums of understanding between the DoD and WhisperText LLc, the company behind the smartphone application ""Whisper""; (2) emails, letters, or other communications between the DoD and WhisperText LLC, the company behind the smartphone application ""Whisper"" "
dod,"Documents: (1) An electronic list of all civilian Federal employees in the Central Personnel Data File, including: Name, Agency, Sub-element, Occupational Code, Position Title, Pay Plan, Grade, Step, PD (Position Description) number, Bargaining Unit Status code (including all BUS codes based on specific bargaining units, 6666, 7777, and 8888), Duty Station Geographic Location (code and description), and Fair Labor Standards Act (FLSA) exempt or non-exempt status (ie, ""E"" or ""N""). This list may be sent as multiple electronic files, by Agency, as convenient; (2) The name, point of contact, phone number, email address, BUS code and mailing address of each Union representing any or all bargaining unit employees listed in #1 (for example, AFGE Local 221, or NFFE Local 333, or AFGE Council 444) "
dod,"Documents: (1) Emails, memos, notes to or from Dr. Gregory Gorman concerning my client, [                      ] (2) All Graduate Medical Education (GME) minutes in which my client may have been a topic of discussion; (3) All Reverse Education Reports from September 2014 to the April 30, 2015; (4) Copies of the Physician Wellness Committee minutes in which my client may have been a topic of discussion (see other details listed) "
dod,"Documents: (1) SECDEF Trip Book and/or Briefing Papers for Secretary of Defense Schlesinger's trip to the Republic of Korea in August, 1975; (2) SECDEF Trip Report for Secretary of Defense Schlesinger's trip to the Republic of Korea in August, 1975; (3) Cable(s) on SECDEF Trip to Republic of Korea in August, 1975 "
dod,"Documents: (1) Travel records of Secretaries of Defense Ashton Carter and Charles Hagel related to travel (a) on Air Force One, (b) with the President or Vice President, or (c) to or from meetings with the President or Vice President outside of Washington, D.C, from January 1, 2014 to the present; (2) all work calendars of Secretaries of Defense Ashton Carter and Charles Hagel related to meetings that (a) occurred at the White House or (b) included representatives of the Executive Office of the President, from January 1, 2014 to the present; (3) Records of correspondence received by the OSD or the Office of ASD for Legislative Affairs from (a) Senator Barack Obama, or any member of Senator Obama's congressional staff, or (b) Senator Joseph Biden, or any member of Senator Biden's congressional staff, from January 3, 2005 to November 3, 2008 "
dod,"Documents: (1) War Department Circular 347 Military Establishment, August 25, 1944; (2) Biennial Report of the chief of Staff of the U.S. Army, July 1, 1943 to June 30, 1945 to the Secretary of War "
dod,"Documents: All currently classified memoranda, reports, studies, testimony or briefings prepared by Andrew W. Marshall, Director of the Office of Net Assessment, from the creation of the office in 1973 and through the Ford administration (1973-1976) "
dod,"Documents: Bid Tabulation and any Award Results available for die bid #HQ0013DNAC50018, tided SES Arabic, Dari & Russian Simultaneous Interpretation, which was due on 02/06/2015 "
dod,"Documents: collaborations between the National Radio Astronomy Observatory (NRAO) — and/or its telescope sites in Green Bank, WV; the Very Large Array in New Mexico; the Very Long Baseline Array; and the Atacama Large Millimeter/submillimeter Array — and the OSD/JS "
dod,"Documents: memoranda, reports, studies, testimony or briefings dealing with the work of the Office of Net Assessment prepared by Andrew W. Marshall, Director of the Office of Net Assessment, during the administration of Jimmy Carter (1977-1980) "
dod,"Documents: memoranda, reports, studies, testimony or briefings dealing with the work of the Office of Net Assessment prepared by Andrew W. Marshall, Director of the Office of Net Assessment, during the first administration of Ronald Reagan (1981-1984-1980) "
dod,"Documents: reports, memoranda, letters and other correspondence, handwritten notes, photographs, audio or video recordings, electronic files, and all other tangible things which relate in any way to Modification No. 6 (dated August 6, 2014) to Contract No: HQ0034-08-D-0003-0021 (dated September 28,2012) (see listed details items 1-5) "
dod,"Documents: Status of Drug Use in the Department of Defense Personnel reports for fiscal years 2012, 2013 and 2014 "
dod,"Documents: The ""DoD intends to provide in FY15 certain support to aid the governments of Belize, Colombia, Dominican Republic, El Salvador, Guatemala, Honduras, Jamaica, Mexico, Nicaragua, Panama, and Peru in their counter-drug activities"" Report to Congress as required by the Department of Defense. The report was received by the Senate Armed Services Committee in May 26, 2015 (Date Range for Record Search: From 05/01/2015 To 05/31/2015) "
dod,"Documents: The ""Proposed Obligations of FY15 for Cooperative Threat Reduction"" and ""Proposed Obligations of FY14 for Cooperative Threat Reduction"" as required by the Department of Defense in accordance with Section 1302 of Public Law 112-239, National Defense Authorization Act for Fiscal Year 2013. The 2015 report was received by the Senate Armed Services Committee on February 27, 2015 (Date Range for Record Search: From 01/01/2014 To 03/01/2015) "
dod,Documents: The DoD SMART Technical Support Services RFP originally released in 2005. (Date Range for Record Search: From 01/01/2004 To 12/31/2005) 
dod,"Documents: The findings of the Accident Investigation Board (AIB) that reviewed the RL10 upper stage engine anomaly that occurred during a Delta IV rocket launch in October 2012. Specifically, I am seeking information relating to the root cause of the anomaly, the conclusions of the AIB, any corrective measures taken following the anomaly, and any waivers granted to the United Launch Alliance (ULA) that enabled vehicle return to flight prior to the conclusion of the AIB "
dod,"Documents: The proposal submitted by The Quaternion Group, Inc. for Contract Award Number H98210-14-C-0029 in response to Solicitation Number H98210-14-R-0025, awarded on September 30, 2014 (Date Range for Record Search: From 08/21/2014 To 10/02/2014) "
dod,"Documents: The total number of financial outlays made between 2001 to so far this year in 2014 towards the Department of Defense’s Operation Enduring Freedom and other funds that were used in relation to the conflict in Afghanistan, include all associated funds to Operation Enduring Freedom or other ventures in Afghanistan and those accounted for in the overseas contingency operations as well as the base Department of Defense budget (Date Range for Record Search: From 10/01/2001 To 09/30/2014) "
dod,"Documents1 in the control or possession of the Animal and Plant Health Inspection Service Wildlife Services (""WS""J since June 10, 2014 and ending June 1, 2015: (1) All Form 37's issued for the take2 Canada Geese in Virginia since June 10, 2014, including drafts and final copies; and (2) All permits Wildlife Services Employees relied upon to take Canada Geese in Virginia since June 10, 2014 (See details attached) "
dod,"DoD documents containing any and all facts and/or evidence (not arbitrary or legal opinions) the U.S. DoD relies upon to prove the government's constitution, laws, codes, regulations, and ordinances apply to me simply within the geographic boundaries known as the United States of America (see listed items (2-3) "
dod,"DoD instruction S-3325.04, ""Implementation of the Foreign Materiel Program (FMP), "" February 12, 2015. "
dod,"DoD Instruction S-5240.0S-M: The Conduct of Technical Surveillance Countermeasures, April 23, 2015 "
dod,"DoD is required to make an annual report of depot vs contracting for depot work. Per Statute 10 USC 2466, which establishes a 50 percent limit on contracting for depot maintenance, includes the requirement for an annual requirements type contact. We are looking for the 2014 version of the required report that the Secretary of Defense submits to Congress "
dod,"DoD officials notified the 659 affected employees (of Audit) on or about May 1, 2013: A copy of the report submitted related to my individual case receiving erroneous payment of Living Quarters Allowance "
dod,"DoD Records: (1) all pornographic material collected during and/or after the U.S. military-operation in Abbottabad. Pakistan on or about May 1, 2011 that killed Osama bin Laden; and (2) a catalogue or index of all pornographic material collected during and/or after the U.S. military operation in Abbottabad, Pakistan on or about May 1. 2011 that killed Osama bin Laden "
dod,"DoD Records: Communication to and from DoD officials, Mikey Weinstein, and the Military Freedom From Religion Foundation regarding Lt Col. Stacy Maxey related to religious views, actions and/or disciplinary actions (See other details stated in attachment) "
dod,"DoD's DoD Directive S-5105.61, ""DoD Cover and Cover Support Activities,"" dated May 6, 2010 (Date Range for Record Search: From 05/01/2010 To 07/08/2015) "
dod,"DPMO Records depicting the names, service branch, ranks, Military Occupational Specialty, and dates and locations of capture of all American servicemen believed to have been held captive by Cuban government or military forces on the island of Cuba since 1960 "
dod,Draft copy of an investigative report regarding Bowe Bergdahl from investigating officer (Date Range for Record Search: From 01/01/2014 To 10/15/2014) 
dod,"Drafts of proposed rules for the revised United States Munitions List - Commerce Control List categories I, II, HI, covering Firearms, Guns and Armaments, and Ammunition, dated January 01, 2010 to the present "
dod,Drone procedures and algorithms (See attached details) 
dod,DSCA documents pertaining to the Special Defense Acquisition Fund: The countries of interest are those within the CENTCOM and AFRICOM areas of operations (Date Range for Record Search: From 01/01/2014 To 10/23/2014) 
dod,"DTIC Studies/Reports prepared by or for the Office of Net Assessment, including summaries or briefings: (1) Dominating Maneuver Workshop IV Summary; (2) China Seminar; (3) Information Warfare Defense - Assessing CONUS Vulnerabilities and Adversary Offensive Capabilities; (4) Scenarios for an Ambitious Russian Foreign Policy 1996-2006 (See details listed, items 5-7) "
dod,"DTIC Studies/Reports prepared by or for the Office of Net Assessment, including summaries or briefings: (1) Professional Peace building A Preliminary Guide; (2) Close Support End to End Assessment Mout Wargame; (3) Global Perspectives on the Revolution Military Affairs: Selected Russian Views on the Changing... (4) Global Perspective on Revolution in Military Affairs (1994-1997) (See details listed in 3 enclosed letters) "
dod,"DTIC Studies/Reports prepared by or for the Office of Net Assessment, including summaries or briefings: (1) The Impact of Future International Systems on Military Technology Diffusion; (2) Political and Strategic constraints on China's Ability to Project Power Around its Periphery, (3) Non-Standard Models of the Diffusion of Military Technologies: An Alternative View; (4) Chinese Defense Equipment Modernization in the Year 2000; (5) Thinking Biologically: The Impact of Complexity Sciences on the Future of Warfare (See details listed, items 6-7) "
dod,"DTIC Studies/Reports prepared by or for the Office of Net Assessment, including summaries or briefings: various subjects: (See attached letters) "
dod,"During the late night and early morning hours of November 5-6, 2014, coalition aircraft conducted airstrikes on targets in the vicinity of Harim City, Idlib Govemate, Syria. I respectfully request a copy of records, electronic or otherwise, pertaining to this incident. Please include any and all reports, memos, letters, inter-agency communications, intelligence reports, briefings, etc. "
dod,"Email from [                    ] while assigned to OSD, Office of Public Affairs during the time frame January 2012- August 2012 (Date Range for Record Search: From 01/01/2012 To 08/31/2012) (Date Range for Record Search: From 01/01/2012 To 08/31/2012) "
dod,"Email messages and written communications, either initiated or received by Ms. Rene Bardof, Deputy Assistant Secretary of Defense for Community and Public Outreach, between June 1,2014 and April 20,2015, that mention, or in any way refer to, the Military Officers Association of America (MOAA), or its President, Vice Admiral Norbert R. Ryan, Jr. (Date Range for Record Search: From 06/01/2014 To 04/20/2015) "
dod,Emails (provided to the Washington Post) between Jill Kelley and Gen. James Mattis and Jill Kelley and VADM Robert Harward 
dod,"Emails mentioning ""Ghana"", ""Accra"", or ""Swaziland"", produced by the Office of the Assistant Secretary of Defense for Special Operations and Low Intensity Conflict, the Office of the Deputy Assistant Secretary of Defense for African Affairs, the Deputy Assistant Secretary of Defense for Special Operations and Combating Terrorism, Deputy Assistant Secretary of Defense for Partnership Strategy & Stability Operations, the Office of Deputy Under Secretary of Defense for Strategy, Plans and Force Development concerning operations in Africa, the Office of Principal Deputy Under Secretary of Defense for Intelligence, Office of the Command Senior Enlisted Leader (AFRICOM), and the offices of all senior leadership of AFRICOM, during 2014. (Date Range for Record Search: From 01/01/2014 To 12/03/2014) "
dod,"EPIC seeks documents concerning DARPA's Brandeis Program: (1) contracts, statements of work, and technical specifications related to the Brandeis Program, including but not limited to contracts, statements of work, and technical specifications related to contract number DARPA-BAA-15-29; (2) policies and procedures for the collection, storage, analysis, use, sharing, retention, or deletion of data obtained through the Brandeis Program; (3) records concerning the sharing of Brandeis Program Technical Area 1, Technical Area 2, Technical Area 3, and Technical Area 4 data with other agencies, governments, non-governmental entities, or individuals. 4.ommunications by DARPA regarding the Brandeis Program, including but not limited to white papers, proposals, e-mails, and PowerPoint presentations "
dod,Estimated number of air strikes carried out in Iraq and Syria 
dod,Every unclassified SAR submitted to Congress in the past 30 years in PDF 
dod,FBI central files (date from 1921 through 2010) associated with a law firm that was called Sonnenschein AKA Sonnenschein Nath & Rosenthal 
dod,FBI Files pertaining to the columnist Walter Lippman 
dod,FBI indices for any information responsive to U.S. Senator Abraham Ribicoff of Connecticut 
dod,"FBI records (subject): Civil Division case file 145-12-4417: A late 1960s/early 1970s investigation into a possible violation of the White Slave Traffic Act, include both responsive Department of Justice Records and all responsive records that originated with Other Government Agencies (OGA), include both previously processed records as well as unprocessed materials "
dod,FBI Records of SA [                     ]
dod,"FBI Records pertaining to Ralph Benedek Schoenman, Mya Shone, Russell Stettler, Political Organizations (see listed details) "
dod,"FBI Records related to McLek - FBI code word for the FBI investigation of the leak of the ""McNamara Study"", aka Pentagon Papers, to the New York Times, include both previously processed records as well as unprocessed materials "
dod,FBI referred records to be reviewed and released to the requester. 
dod,"FBI's investigation conducted of abuses in the late 1980s at the U.S. Army's Child Development Center at the Presidio, San Francisco, California "
dod,Federal Employee Salaries from FY2013 through FY2015 (See details attached) 
dod,"Federal Employees data: names, agency, division, job title, state and county, station, plan/grade, and salary base data for all current federal employees "
dod,"Files on Korean War POW/MIA (declared dead) 1LT Leonard Wayne Button, USA O-2263284. Pls provide in digital form. "
dod,"Files or all documents related to Sarkis G. Soghanallan (Sarkis Soghanalian), the international arms deafer known as ""the merchant of death,"" who sold weapons to Iraq, Libya, Lebanon and Argentina from the 1970s through the 2000s "
dod,"Film recorded aboard the USS Sanctuary AH-17 during the 1967-68 time period. These included the time of the Tete Offensive and were recorded on 3"" Ampex tape. "
dod,"FM 3-24: Counterinsurgency Field Manual December 2006 Edited by Lt. General David H. Petraus, USA and Lt. General James F. Amos, USMC "
dod,"FOIA REQUEST FOR ALL DOCUMENTS, VIDEO, Emails, Personal Correspondence, and Sound Recordings that describe destruction of any videos and sound recordings of public meetings about the Redford Army Ammunition Plant in the past 5 years. I request all documents, video, sound recordings, email, personal correspondence, and mail that describe, discuss, or mention the destruction or withholding of any Public Meeting Video at RAAP over the past 4 years by any BAE or US Army employee. (Date Range for Record Search: From 07/01/2010 To 04/05/2015) "
dod,"FOIA request for all records pertaining to: (1) Chinese Third Force(s) (in all places China, Republic of China may substitute for Chinese); (2) Chinese Third Force(s) and resettlement; (3) Chinese Third Force(s) and visas; (4) Chinese Third Force(s) and good conduct; (5) Chinese Third Force(s) and Taipeh (or Taipei, or Taiwan, or Formosa); (6) Tsung Chang "
dod,FOIA request for Army Air Defense Command Annual Histories for the years 1967-1974 (References to these histories are in the FY06 FOIA log as FOIA request 06-F-01433) 
dod,FOIA_Birth_Defects_Registry_DO D_Nov_19_2014_Reilly-USAToday. pdf Please see attached request letter. 
dod,Footage taken from any of the cameras on the outer west wall of the pentagon when it was struck by a plane on September 11th 2001 
dod,"For the Joint Exercise Control Group and Operational Nuclear Planning Group, any and all records or after action reports related to the following military exercises in 1983: Able Archer, Autumn Forge, Crested Cap, Reforger "
dod,"For the White House Military Office, I request, in part of in whole, correspondence, memorandum and documents about the operations of the Defense Mobilization Systems Planning Agency from 1982 to 1984 Please release all reasonable segregable portions of relevant documents. I am a member of the news media and I am officially affiliated with The Atlantic, GQ and The Week "
dod,Freedom from War: The US Program (under the Auspices of the UN) for General and complete Disarmament in a peaceful world. 
dod,"General Eisenhower's statements with regards to the planning of the Invasion of Normandy on Omaha Beach June 6, 1944 "
dod,GS00F0070M / HQ003410F0139 seeking for the performance work statement related to this procurement from Washington Headquarter Services for Project Management And Training Services Deputy Assistant Secretary Of Defense For Developmental Test And Evaluation (DASD(DT&E)). 
dod,Hello! I would like to request the contract and any modifications for: Contract#: H9821012D0006 HRSAP ANALYTICAL SUPPORT Held by SRA International Awarded: 06/29/2012 Please let me know if you need any more information. 
dod,"Hi, I am seeking to obtain a copy of a Secretary of Defense Memo relating to US Navy P-3 Orion Special Projects Aircraft dated 3 July 2007. The memo is cited on page 667 of the Navy's FY16 Aircraft Procurement Justification Book, Volume 2, which covers Budget Activity 5. The document can be found online here: http://www.finance.hq.navy.mil /FMB/16pres/APN_BA5_BOOK.pdf. (Date Range for Record Search: From 07/01/2007 To 07/31/2007) "
dod,"Historical records (the former Middletown Nike Site of Middletown, New Jersey. Other names associated with this site include Normandy Road, Chapel Hill, Belford, Leonardo, and NY-53) from the Department of Defense Explosive Safety Board (DDESB) detailing the investigation and findings concerning the fatal explosion that occurred on 22 May 1958 at Site NY-53. "
dod,"HQ0682-13-A-0002 Task Order 0005 awarded to CACI for Sensitive Integration Office (SIO) Support Services. Am requesting Task order contract including statement of work or performance work statement, source selection document, any addendum/modificatons for TO 0005. Appreciate having information sent via e-mail or placed on a CD. (Date Range for Record Search: From 09/27/2014 To 09/08/2015) "
dod,"HQ0682-13-C-0012 awarded to CACI-WGI Inc. for (JIEDDO) Joint Expeditionary Team (JET) Counter-IED (C-IED) Operational Support Services. Am requesting contract including statement of work or performance work statement, source selection document, any addendum/modificatons, delivery/task orders for last 2 years, business clearance memorandum. Appreciate having information sent via e-mail or placed on a CD. (Date Range for Record Search: From 09/30/2013 To 09/08/2015) "
dod,"HQ0682-14-C-0005 awarded to CACI-Athena for J9 Operations Research System Analysis (ORSA) Support Services J9 ORSA Support Services. Am requesting contract including statement of work or performance work statement, source selection document, any addendum/modificatons, delivery/task orders, business clearance memorandum. Appreciate having information sent via e-mail or placed on a CD. "
dod,"HQ0682-14-F-0001 task order, under GS10F0226K, awarded to CACI Federal Inc. for (JIEDDO) for Joint Improvised Explosive Device Defeat Organization J3 Strategic Support Services. Am requesting task order including statement of work or performance work statement, source selection document, any addendum/modificatons, delivery/task orders, business clearance memorandum. Appreciate having information sent via e-mail or placed on a CD. DO NOT SEND GSA CONTRACT (Date Range for Record Search: From 01/03/2014 To 09/08/2015) "
dod,"I am a graduate student in the History Department of Sam Houston State University in Huntsville, Texas. I am working a Master's Thesis which is a biography of Andrew W. Marshall. The following are the documents which I'm requesting:A.W. Marshall, “Comments on the US/Soviet Navy Net Assessment,” memorandum for Rear Admiral Harry Train, February 7, 1974 (declassified August 6, 2004) "
dod,"I am interested in securing a list of Federal employees reporting to duty stations in Maryland, DC, and Virginia. "
dod,"I am looking for comparative data on the number of active duty military personnel and their dependents residing in the Baltimore, Boston and Washington, DC MSA areas. Similar to the published report by region or country on the website here: https://www.dmdc.osd.mil/appj/ dwp/dwp_reports.jsp https://www.dmdc.osd.mil/appj/ dwp/dwp_reports.jsp is there a way I can get this report broken down more granularly for the continental US area either by MSA, by state or by state and base? I really just need the 6 numbers ie number of active duty personnel and number of dependents for Baltimore then the same for DC and Boston. (Date Range for Record Search: From 01/01/2012 To 04/10/2015) "
dod,"I am looking to obtain a copy of any and all orders, guidance, recommendations, or other messages to or from the office of the Secretary Defense or the office of the Joint Chiefs of Staff regarding how to interact with Iranian nationals, concerns with proximity to them or other similar issues for US personnel in Iraq and Syria issued or sent since January 1, 2015. "
dod,"I am looking to obtain a copy of any messages generated or received by the Deputy Secretary of Defense Robert Work or his office regarding decisions or recommendations on the future of the Unmanned Carrier Launched Airborne Surveillance and Strike System (UCLASS) since May 1, 2014. I am also looking to obtain any messages generated or received by Deputy Secretary of Defense Work or his office that mention the nomenclature RAQ-25 in the same time frame. (Date Range for Record Search: From 05/01/2014 To 02/27/2015) "
dod,"I am looking to obtain a copy of the Director, Operational Test and Evaluation M80A1 7.62mm cartridge lethality report. The recently published FY14 DOT&E on this cartridge (available online here: http://www.dote.osd.mil/pub/re ports/FY2014/pdf/army/2014m80a 1.pdf) says that this report would be published in January 2015. Thanks, (Date Range for Record Search: From 01/01/2015 To 01/31/2015) "
dod,"I am making this request under the Freedom of Information Act. I am requesting the data, how the data was obtained, and any discussion, report, process, or decision that was used to lower the Per Diem rate, Meals and Incidental Expenses (M&IE), at Adak, Alaska in 2014, as announced in Civilian Personnel Per Diem Bulletin Number 292. I am NOT asking for the information related to the increase in lodging. I am only asking for information related to the Adak M&IE. (Date Range for Record Search: From 01/01/2013 To 05/21/2014) "
dod,"I am reaching out to you in order to request custom tabulations for military deaths from 1980-2014 as a Freedom of Information Act (FOIA) request. Access to this data will play an important part in updating our yearly estimates for morbidity and health risk factors in the United States, and to provide a comparable method for identifying differences in mortality between service members and the larger population. (Date Range for Record Search: From 01/01/1980 To 12/31/2014) "
dod,I am request 1990 Department of Defense Manual: Doctrine for Special Forces Operations. 
dod,I am request a copy of the following information: Operations Manual: Oshkosh M/O HET. 
dod,I am requesting a copy of the following documents. 1. JCS CONPLAN 0300-97 2. CJCS CONPLAN 0400 3. CJCS OPORD 2-98 
dod,I am requesting a copy of the following: TRADOC Pamplet 5 25-5 (August 1994) by the U.S. Army Training and Doctrine Command. 
dod,I am requesting a copy of the full Contract and Performance of Work Statement with all Task Orders for Contract Number W91QUZ-06-D-0027. Attached is a copy of the Amendment to the Contract. (Date Range for Record Search: From 01/01/2010 To 01/07/2015) 
dod,I am requesting a copy of this information salaries for individual federal employees by obtaining the fiscal year 2014 list of federal employee salaries. 
dod,I am requesting a full copy of the final report done as a result of a AR 15-6 investigation carried out by Colonel Saul Bracero into charges of abuse of authority at the National Defense University’s Center for Hemispheric Defense Studies
dod,"I am requesting a full copy of the final report done as a result of a AR 15-6 investigation carried out by Colonel Saul Bracero into charges of abuse of authority at the National Defense University’s Center for Hemispheric Defense Studies. The investigation began around December 2011 or January 2012, and occurred as a result of accusations of unethical and illegal behavior on the part of members of the Center’s leadership. "
dod,I am requesting a list of all current Washington DC and Maryland Federal employees. 
dod,"I am requesting access to all files produced by or directed to Richard Perle (Assistant Secretary of Defense for International Security Policy, later Assistant Secretary of Defense for Global and Strategic Affairs) between 1981-1982 on the following subjects: 1) Meetings of the so-called INF (intermediate nuclear forces) Interagency Group, co-chaired by Richard Burt (State) and Richard Perle (Defense) dealing with the negotiating strategy for INF negotiations in Geneva that begun in November 1981. 2) US records (such as telegrams or memoranda but not NATO papers) regarding or in preparation of the NATO High Level Group (HLG) chaired by Mr Perle between 1981-1983. (Date Range for Record Search: From 01/01/1981 To 11/30/1983) "
dod,I am requesting acquisition programmatic documentation and information to the Joint Improvised Explosive Device (IED) Defeat Organization's development of MAXPOWER High Power Microwave (HPM) Counter IED system. 
dod,"I am requesting all briefings, talking points, position papers and deployment orders for senior military and civilian decision makers in DoD and Presidential advisors regarding the deployment of Special Forces personnel El Salvador between 1979 and 1983. Any correspondence between DoD and the State department regarding requirements for U.S. military forces and equipment between 1979 and 1983 for the nation of El Salvador. Any operational or contingency plans for the deployment of military forces to assist in or directly hunt insurgents in El Salvador between 1979 and 1983. (Date Range for Record Search: From 01/01/1979 To 04/19/1984) "
dod,"I am requesting all emails sent or received from former Secretary of Defense Chuck Hagels, personal email account between Oct 10, 2013 and February 10, 2015, as saved by the agency. "
dod,"I am requesting an electronic record such as .CSV .XlS or similar format with the following information I am requesting any Personally Identifying Information, just the numbers to support my analysis of the various military populations in Virginia. Specifically, I am requesting a breakout of the number of Army, Navy, Air Force, and Marine Corps Active Duty and Reserve in Virginia as well as Virginia National Guard personnel if available broken out as follows a Branch of Service. b. HOR State d. Component such as Active Duty, Reserve by Type such as IRR, etc. e. Gender 6. Age f. Rank g. Race h. OIF or OEF veteran i. Desert Storm Veteran j. City in Virginia. k. County In Virginia. Residence for Guard and Reserve, HOR for Active Duty l. zipcode "
dod,"I am requesting and wish to request copies of all e-mail sent to and from the unclassified e-mail account tips@orha.centcom.mil for all the entire period over which the e-mail address was active. If the account was devactivated at times and then later reactived, I wish to request copies of all e-mail sent to and from this account for all sub-intervals during which the account was active. (Date Range for Record Search: From 01/01/2003 To 12/31/2011) "
